age,department,job_level,monthly_income,years_at_company,work_life_balance,job_involvement,satisfaction_class
52,HR,2,5343,27,2,1,0
34,Sales,1,3106,14,1,3,0
59,Sales,1,6154,3,1,3,0
53,Sales,1,7053,22,4,2,1
39,HR,4,7801,28,4,4,1
57,Sales,4,9139,23,3,4,1
31,Marketing,2,8580,4,4,4,1
36,HR,1,3214,1,3,4,1
54,Finance,1,8400,23,2,1,0
45,HR,5,9875,28,1,1,0
55,Marketing,5,7289,9,4,3,1
48,Finance,2,7253,17,2,3,0
44,HR,1,11656,14,3,4,1
28,Sales,2,9247,17,4,3,1
52,Engineering,5,9177,1,1,1,0
44,Engineering,5,10269,10,2,4,1
48,Sales,4,5372,23,4,4,1
56,Engineering,2,9834,16,4,1,1
58,Engineering,2,11783,27,2,2,0
26,Sales,1,9617,25,3,4,1
39,Sales,1,8150,19,3,3,1
58,HR,4,11102,24,4,2,1
30,HR,3,7158,25,3,1,0
36,Sales,3,10727,3,3,2,1
27,Marketing,3,8206,28,2,2,0
42,Engineering,2,3303,12,3,4,1
45,HR,2,3333,3,3,2,0
39,Engineering,5,7506,15,2,3,1
57,Finance,2,5331,17,4,4,1
59,Sales,2,7561,18,4,1,0
50,Marketing,2,3079,7,2,3,0
32,Finance,4,6763,19,1,4,0
54,Finance,2,8196,7,2,2,0
47,Finance,1,3732,5,1,3,0
38,Sales,1,6976,26,3,4,1
38,HR,5,8659,8,4,4,1
26,Sales,4,4384,21,1,1,0
29,HR,1,5124,16,1,4,0
38,Finance,4,9652,16,3,1,0
49,Finance,4,8283,19,4,2,1
44,Marketing,5,10176,25,3,4,1
26,HR,4,9605,15,4,4,1
30,Finance,2,8707,7,4,2,1
41,Engineering,4,5292,5,3,4,1
49,Marketing,5,11376,23,1,4,1
52,Sales,5,3997,11,2,3,0
26,Marketing,5,7664,10,4,1,1
59,Engineering,1,5357,25,4,4,1
29,HR,2,8491,21,2,4,1
25,Sales,1,4679,23,2,1,0
36,Sales,3,8715,27,3,3,1
47,HR,2,7886,9,4,1,1
55,Marketing,4,10440,1,3,4,1
35,Finance,5,9821,20,2,2,0
34,Marketing,3,6527,1,3,2,1
27,Engineering,2,9813,8,4,3,1
38,Finance,1,5745,3,1,3,0
40,Marketing,5,7090,2,1,4,1
34,HR,1,9158,4,4,3,1
53,Engineering,2,11561,27,3,4,1
34,Engineering,2,10471,19,2,2,0
36,Engineering,3,6743,11,2,3,0
54,Finance,4,10008,5,1,4,1
25,Sales,1,6324,29,3,1,0
29,Finance,3,11632,24,2,3,1
44,Marketing,5,6257,10,2,4,1
32,Sales,4,3226,24,4,4,1
36,Marketing,3,5401,27,3,1,0
25,Sales,1,7718,23,3,2,0
44,Finance,2,4024,8,2,1,0
52,Engineering,5,8672,13,3,4,1
36,HR,1,10727,29,3,1,0
52,Engineering,4,8280,5,3,1,0
39,Finance,4,3870,26,4,4,1
30,Sales,2,6199,26,2,2,0
44,Engineering,2,4745,27,1,1,0
38,Finance,5,8270,12,3,1,0
26,Marketing,5,11635,27,2,3,1
33,HR,2,8886,13,1,3,0
44,Engineering,2,8590,22,4,4,1
50,Sales,4,10897,8,2,4,1
53,Marketing,2,11664,15,4,4,1
25,Finance,3,11271,13,2,3,1
59,HR,1,8158,1,4,4,1
30,Sales,2,11431,22,2,1,0
29,Finance,5,3589,6,4,1,0
57,Finance,3,4884,11,1,2,0
38,Engineering,5,8399,13,2,4,1
36,Engineering,3,11503,21,1,1,0
44,Sales,2,4076,20,3,1,0
48,Finance,1,10235,1,1,2,0
58,Engineering,5,9837,11,2,1,0
49,HR,3,3033,26,1,2,0
53,HR,4,4841,11,2,2,0
55,Finance,2,7481,8,4,3,1
47,Engineering,1,11440,22,3,1,0
44,Sales,2,4134,3,1,3,0
47,Sales,4,10261,28,3,1,0
40,Sales,1,8298,19,1,3,0
32,HR,4,10017,12,2,2,0
45,Engineering,2,10771,6,1,2,0
25,Engineering,3,11567,28,3,2,1
32,HR,2,11915,23,1,2,0
53,Sales,2,4913,8,3,1,0
56,Sales,2,7297,5,3,4,1
29,Finance,5,4942,10,2,1,0
46,Marketing,4,7004,22,4,3,1
58,Engineering,4,4331,16,4,1,0
25,Engineering,4,10890,12,1,1,0
50,Engineering,5,7588,17,3,3,1
34,Marketing,3,3337,6,2,2,0
54,Finance,2,10066,9,4,3,1
42,Marketing,3,10813,10,2,3,1
41,Sales,5,11983,20,2,4,1
50,Sales,4,6611,14,3,4,1
32,Engineering,2,6700,14,1,2,0
36,HR,1,9118,26,3,3,1
51,Engineering,1,10105,29,4,3,1
32,HR,3,5673,17,4,3,1
49,Marketing,4,5122,27,2,1,0
28,Sales,1,10082,25,3,4,1
57,HR,3,11250,16,3,4,1
25,Marketing,5,5062,4,2,2,0
43,Sales,3,4254,2,1,4,0
55,HR,3,6688,16,2,4,1
40,Engineering,3,6748,1,2,2,0
38,Engineering,2,9342,3,4,3,1
29,Engineering,3,7130,23,3,1,0
50,Marketing,3,7257,11,4,2,1
52,Engineering,2,6029,16,2,4,1
26,Finance,2,5846,26,3,2,0
30,Sales,5,11662,18,2,4,1
33,Marketing,4,7035,15,2,3,1
57,Engineering,1,5899,9,1,3,0
49,Sales,1,7443,12,4,3,1
37,HR,3,7789,29,4,4,1
33,Engineering,5,3912,27,2,2,0
37,Sales,3,7242,18,1,4,0
55,Finance,1,10541,5,2,3,1
35,HR,2,4711,24,2,3,0
28,Finance,4,11866,29,2,3,1
58,Sales,5,4439,29,1,4,0
28,Finance,2,8613,28,3,1,0
43,Sales,4,6630,26,1,3,0
30,Sales,5,8375,8,2,2,0
58,Finance,5,10103,3,3,3,1
42,Sales,1,11877,2,2,4,1
37,Engineering,2,7216,25,1,2,0
47,Sales,5,5466,19,1,4,0
43,Marketing,5,10824,8,3,1,0
35,Sales,4,7124,2,1,1,0
25,Marketing,1,3965,19,2,4,1
48,Sales,3,9928,1,3,3,1
31,Sales,1,9096,27,4,2,1
49,Finance,3,9157,22,2,3,1
45,Engineering,2,11120,13,4,4,1
39,Engineering,2,4508,23,3,4,1
25,HR,5,3871,20,3,3,1
36,Finance,2,3863,17,2,2,0
31,Finance,5,6055,3,1,2,0
39,Engineering,1,8133,9,2,2,0
45,Finance,2,5682,5,1,2,0
43,Engineering,1,8278,6,1,2,0
53,Finance,1,8448,4,2,1,0
49,Sales,2,3613,17,3,1,0
57,Engineering,1,4872,21,2,4,1
56,Engineering,2,10723,21,4,1,1
59,Marketing,2,10189,21,3,2,1
50,Finance,2,8386,16,1,2,0
35,Finance,3,9942,16,3,2,1
59,Engineering,1,11759,22,2,4,1
32,Sales,4,3244,11,3,4,1
38,Sales,2,3020,2,1,3,0
34,Sales,1,11585,17,1,1,0
26,Finance,5,8767,15,3,1,0
33,Marketing,2,6515,18,4,3,1
27,Engineering,2,4910,29,1,3,0
45,HR,4,11481,10,4,1,1
50,Marketing,3,8882,6,1,2,0
32,HR,3,11552,21,3,1,0
26,Marketing,2,11076,16,1,2,0
30,Sales,1,4622,5,4,4,1
52,Finance,5,7314,12,4,1,1
53,HR,5,5453,28,3,1,0
50,Marketing,1,5015,6,4,4,1
49,Finance,2,5800,14,4,4,1
36,HR,5,11772,26,3,4,1
29,Engineering,3,9752,23,1,4,1
58,Marketing,1,10453,16,3,4,1
39,Engineering,4,5853,25,1,3,0
39,Sales,2,5236,7,1,3,0
47,Engineering,1,7176,2,1,4,0
30,Engineering,5,5155,6,2,4,1
45,Marketing,2,8698,9,1,4,1
47,Sales,3,9829,7,3,4,1
40,Engineering,2,11537,2,3,2,1
39,Finance,2,4886,19,3,2,0
49,HR,3,9471,8,2,4,1
35,Engineering,3,11746,11,4,4,1
39,Sales,2,6770,25,2,1,0
28,Engineering,3,11391,4,3,4,1
45,HR,1,5940,16,3,4,1
37,Sales,3,6490,25,4,3,1
46,Marketing,3,10899,18,2,2,0
43,Sales,2,3306,13,3,4,1
58,Marketing,1,6075,27,1,2,0
38,Sales,4,4656,5,1,2,0
28,HR,4,10244,27,3,1,0
51,HR,5,9611,2,1,2,0
53,Sales,3,9322,11,4,2,1
52,Engineering,3,5692,1,3,4,1
59,HR,1,4764,13,2,3,0
32,Marketing,4,3275,5,3,4,1
40,Marketing,5,8271,18,4,4,1
54,Finance,1,10331,14,2,3,1
42,Marketing,3,8025,13,4,3,1
26,Finance,4,7050,7,1,1,0
37,Sales,5,11080,8,1,3,0
28,Sales,2,6460,18,1,4,0
50,Sales,4,6835,7,4,3,1
49,Engineering,5,7278,20,4,3,1
54,Engineering,1,4844,17,3,3,1
35,Finance,2,3071,16,2,2,0
31,Marketing,5,10386,11,2,1,0
55,Marketing,5,9862,19,4,2,1
34,Sales,3,10340,27,4,2,1
37,HR,4,10635,28,1,1,0
55,Engineering,3,4043,1,4,2,1
31,Engineering,2,6042,21,1,3,0
44,Sales,5,3814,29,4,1,0
28,Engineering,3,8622,8,2,2,0
31,Sales,4,10332,1,3,4,1
25,Finance,2,3309,9,4,2,1
37,Marketing,1,9661,19,1,4,0
46,HR,3,7227,21,3,3,1
45,Marketing,2,4877,9,1,4,0
46,Marketing,1,5486,21,1,2,0
52,Finance,3,9886,25,3,2,1
33,Engineering,2,7835,10,3,2,1
50,HR,2,3794,24,3,1,0
33,Engineering,3,9786,23,4,1,1
39,Marketing,2,7014,11,3,2,0
34,Sales,5,10392,1,4,2,1
48,Marketing,3,8353,20,2,3,0
32,Engineering,2,6407,25,2,1,0
48,Marketing,1,3974,26,1,1,0
40,Sales,1,7237,8,1,1,0
50,Finance,5,10248,20,4,4,1
51,Engineering,3,7369,12,1,2,0
28,Marketing,2,11050,1,2,3,1
48,Engineering,2,3464,10,4,3,1
43,Finance,1,8327,4,4,2,1
34,Marketing,5,8415,15,3,2,1
49,Marketing,1,11115,19,4,3,1
42,Engineering,1,3287,6,1,4,0
43,Engineering,5,6195,27,2,3,0
34,Sales,3,4992,5,1,4,0
57,Finance,2,10450,5,2,4,1
29,Sales,3,5925,18,3,1,0
59,Marketing,4,4120,28,2,2,0
58,Engineering,4,8310,3,3,1,0
57,Marketing,4,3446,27,1,4,0
45,Marketing,5,9627,22,3,3,1
41,HR,1,5896,2,4,1,0
46,HR,3,3721,4,4,3,1
39,Marketing,2,5163,18,2,4,1
59,Engineering,4,6980,9,1,3,0
52,Marketing,3,7502,19,1,1,0
31,HR,4,4725,26,2,4,1
56,Engineering,4,11885,10,4,2,1
35,Marketing,2,6413,22,3,1,0
34,Finance,5,3494,15,2,1,0
33,Finance,1,3947,1,3,2,0
38,Marketing,5,3022,29,3,4,1
37,Engineering,3,4128,11,1,2,0
49,Marketing,5,3557,14,4,1,0
26,Marketing,3,6730,10,3,4,1
59,HR,3,8341,19,4,3,1
31,Finance,1,9998,24,1,1,0
45,HR,2,10182,21,2,3,1
42,HR,1,10034,16,2,2,0
27,Marketing,5,4656,8,1,4,1
35,HR,3,7173,2,1,2,0
48,Finance,4,8441,23,3,3,1
43,HR,4,11998,25,1,1,0
28,Finance,3,6312,7,2,4,1
50,HR,1,11645,19,4,2,1
56,Finance,2,5324,7,4,3,1
57,HR,1,8595,15,4,3,1
27,HR,3,8984,8,4,1,1
33,Engineering,3,5511,14,1,3,0
32,Finance,2,3362,1,1,4,0
57,Finance,5,6454,29,4,3,1
30,Finance,5,5798,13,1,1,0
28,Sales,2,7620,3,3,2,1
37,HR,5,6255,21,1,4,0
26,Finance,4,4217,28,3,2,0
29,Sales,5,4485,6,3,2,1
51,Engineering,5,8349,19,1,3,0
56,Finance,5,10195,15,4,3,1
45,Finance,4,10750,4,3,1,0
32,Sales,5,9079,21,1,3,0
32,HR,4,11035,3,2,3,1
27,Engineering,2,4507,4,4,2,1
27,Finance,1,4003,5,2,4,1
46,HR,2,9403,18,3,3,1
30,Engineering,1,3925,26,2,4,1
26,Marketing,2,11275,25,1,3,0
47,Marketing,1,9583,10,4,3,1
26,Engineering,1,6927,8,3,1,0
41,Sales,3,3985,12,1,3,0
59,Engineering,1,7231,22,4,1,0
58,Engineering,1,8302,26,3,2,0
47,Sales,3,8291,27,3,4,1
54,Sales,5,3908,3,3,3,1
32,HR,5,8051,27,3,1,0
46,HR,3,5586,18,2,2,0
29,Sales,4,4331,23,2,3,0
37,Marketing,1,9851,8,2,1,0
53,Marketing,1,4806,26,3,1,0
55,Engineering,3,3805,1,2,2,0
40,Finance,3,7147,14,4,3,1
54,Engineering,4,3071,22,3,3,1
40,Engineering,5,3027,23,4,4,1
36,Finance,2,11660,13,4,3,1
41,Sales,5,6983,25,2,1,0
40,Marketing,1,11955,12,3,4,1
36,Engineering,3,10055,3,2,4,1
32,Finance,4,9690,18,2,3,1
44,HR,5,6832,21,2,4,1
27,Engineering,4,3559,13,3,1,0
40,Marketing,5,10957,15,3,1,0
54,Sales,1,6831,10,2,2,0
47,Engineering,2,10344,1,4,1,1
52,Engineering,4,8171,29,4,2,1
29,Finance,4,3078,6,3,4,1
44,HR,2,7929,9,1,2,0
25,HR,4,6647,10,2,3,1
54,Sales,4,4031,15,2,2,0
45,Marketing,5,10381,9,1,3,0
44,Sales,5,5072,23,3,4,1
30,Engineering,2,9911,14,4,2,1
46,Engineering,1,9088,11,3,1,0
42,HR,4,4484,7,4,3,1
32,Marketing,1,8838,24,4,4,1
56,Finance,2,4550,26,3,1,0
57,Marketing,2,8497,2,2,3,1
40,Engineering,5,7682,14,2,4,1
36,Finance,4,4829,6,2,4,1
58,Marketing,3,6751,5,4,1,1
38,Marketing,2,9081,5,2,4,1
57,Finance,4,9601,29,4,2,1
47,Engineering,1,7459,19,2,4,1
26,Marketing,5,6856,19,3,3,1
45,Finance,1,9182,6,1,3,0
26,Engineering,2,9083,28,4,3,1
51,Finance,2,10970,26,3,2,1
33,Finance,1,5094,29,4,1,0
25,Marketing,2,9238,10,4,2,1
35,Engineering,4,6032,23,3,2,0
27,Marketing,2,4548,14,2,2,0
47,Sales,5,11559,17,4,4,1
50,Sales,4,3064,3,1,1,0
28,Engineering,3,6299,28,1,4,0
42,Finance,2,7849,1,3,2,1
30,Marketing,2,8639,10,1,3,0
59,Marketing,5,5035,3,3,2,1
46,Engineering,5,8674,5,3,1,0
39,Engineering,1,5228,25,4,3,1
46,Sales,1,8620,19,3,1,0
36,HR,1,3596,10,3,2,0
42,Engineering,5,6606,26,2,1,0
59,HR,1,6889,25,4,4,1
54,Engineering,1,6506,16,1,3,0
48,Finance,3,4395,1,2,1,0
54,Finance,1,10529,6,2,3,1
38,Sales,2,11303,9,4,3,1
30,Sales,5,3452,28,4,2,1
27,HR,4,10336,5,2,2,0
40,Engineering,3,5631,27,4,3,1
31,Marketing,5,5186,14,4,1,0
38,Sales,5,8967,10,3,3,1
33,Marketing,2,9374,2,4,2,1
39,Marketing,1,8358,5,3,1,0
45,Engineering,2,7348,1,2,3,1
59,HR,1,4459,25,2,2,0
26,Engineering,1,4942,10,1,3,0
51,Sales,5,8422,29,4,3,1
26,Marketing,1,8196,26,2,3,0
59,Engineering,3,3061,25,3,1,0
42,Engineering,3,4494,22,2,2,0
38,Engineering,3,4180,27,4,2,1
44,Sales,5,9268,9,1,4,1
42,HR,2,5788,3,1,3,0
34,Engineering,4,7636,15,2,3,1
49,Sales,1,7721,4,1,4,0
26,Marketing,4,8710,13,4,3,1
49,Finance,2,10702,6,4,1,1
57,Sales,2,3105,20,1,4,0
55,Finance,5,7087,17,3,2,1
38,Engineering,3,6925,23,1,3,0
25,Engineering,3,4908,5,1,2,0
40,Sales,2,5049,15,2,3,0
27,Finance,5,11172,8,3,4,1
59,Engineering,5,6904,25,1,2,0
30,Marketing,1,6796,5,2,3,0
49,HR,3,3292,24,2,1,0
37,HR,2,9266,13,2,4,1
58,Engineering,4,9370,1,4,3,1
32,Finance,3,7860,1,2,3,1
45,Engineering,1,6729,7,2,3,0
58,Finance,5,10962,22,4,4,1
28,Marketing,2,8510,5,4,3,1
49,Finance,3,11619,14,2,3,1
39,Engineering,4,9761,15,1,2,0
28,Marketing,1,9110,21,3,2,0
36,Sales,1,9955,25,4,4,1
56,HR,3,3106,17,3,4,1
56,Engineering,4,7754,24,4,1,0
52,Engineering,1,8278,18,2,3,0
37,Engineering,2,9408,7,4,2,1
55,Marketing,1,10635,22,2,2,0
38,Sales,4,4225,26,3,3,1
44,Finance,5,7250,18,1,3,0
42,Sales,5,3895,28,2,4,1
53,Marketing,3,4620,29,3,1,0
30,Engineering,4,8088,19,3,1,0
56,HR,1,8419,20,4,4,1
53,Engineering,1,4385,7,2,4,1
26,Finance,5,5433,8,3,2,1
47,HR,5,4301,13,1,4,0
43,Engineering,2,9858,27,4,1,0
55,HR,5,11950,18,4,2,1
29,Sales,2,11938,24,3,1,0
43,Marketing,1,11784,11,2,3,1
58,Engineering,2,8644,9,4,1,1
34,Finance,2,8088,23,2,2,0
49,Sales,3,8440,1,3,1,0
26,Engineering,5,10493,22,3,2,1
35,Sales,2,9291,8,2,2,0
55,Finance,1,6307,21,1,4,0
39,Engineering,4,11894,12,4,1,1
33,Finance,2,7708,2,3,4,1
47,HR,5,3104,15,1,4,0
43,Finance,3,6833,21,1,1,0
33,HR,1,3395,24,2,2,0
59,Engineering,3,6517,18,2,3,0
45,HR,4,6291,17,2,1,0
33,Engineering,2,5010,15,1,4,0
52,Engineering,2,7537,20,4,4,1
31,Marketing,5,7968,20,2,2,0
40,Engineering,2,7762,9,4,4,1
40,HR,1,4051,3,2,3,0
57,Marketing,4,5841,20,1,4,0
28,Marketing,3,9618,19,4,2,1
28,Engineering,4,7723,18,4,1,1
41,Finance,2,10472,20,1,2,0
53,Finance,3,10913,8,4,4,1
59,Marketing,5,8524,1,1,2,0
31,Engineering,4,6584,24,1,4,0
51,Finance,3,11539,24,3,2,1
52,Engineering,3,4263,15,2,1,0
46,Engineering,3,7665,19,3,4,1
38,Marketing,1,11014,26,1,3,0
31,Marketing,4,4351,10,1,3,0
46,Sales,3,9980,12,4,3,1
29,Finance,4,10190,28,1,3,0
26,Finance,3,6827,6,1,4,1
51,Finance,5,11861,29,1,4,1
45,HR,5,5646,13,2,1,0
39,Engineering,5,3266,4,3,2,0
45,Marketing,2,10434,13,3,4,1
34,Finance,3,4022,17,2,3,0
47,Sales,2,10947,1,2,4,1
29,Finance,4,5037,5,2,3,1
25,Engineering,2,11756,28,3,1,0
37,Engineering,4,10778,24,3,2,1
45,Marketing,4,4059,17,1,4,0
50,HR,4,4424,18,3,2,0
45,Marketing,2,7123,7,4,3,1
42,Finance,3,3219,16,3,3,1
56,Sales,2,3405,8,2,2,0
41,Marketing,3,5318,12,3,1,0
59,HR,3,11983,14,1,2,0
35,Marketing,4,8058,19,3,2,1
45,Engineering,2,4309,11,2,4,1
50,Finance,3,10621,12,4,4,1
28,Finance,5,7929,13,2,3,1
58,Finance,3,11702,8,4,4,1
42,Finance,5,11683,1,1,1,0
59,Finance,2,4617,9,1,1,0
53,Finance,2,4520,28,3,1,0
53,Sales,2,10892,2,1,3,0
45,HR,3,4583,14,1,1,0
37,Finance,1,9704,13,2,1,0
41,HR,3,10988,16,2,4,1
33,Finance,3,9583,2,3,3,1
25,Marketing,4,4575,4,3,2,0
26,Finance,4,9935,12,3,1,0
53,Engineering,3,9176,16,3,4,1
57,Sales,5,5613,10,2,2,0
34,Marketing,4,6892,3,3,1,0
45,Marketing,3,11653,4,3,2,1
52,Engineering,1,9733,6,1,2,0
35,Finance,5,7431,23,3,3,1
58,Sales,2,11112,5,4,3,1
32,Marketing,3,4381,18,1,1,0
46,Sales,3,6515,3,2,1,0
32,Marketing,5,7454,10,4,3,1
39,Finance,4,10769,11,3,1,0
41,Marketing,4,9489,19,1,1,0
47,Marketing,4,11384,14,3,3,1
48,HR,2,6534,21,1,2,0
43,Finance,5,3755,28,3,1,0
29,Engineering,5,5525,11,4,4,1
56,Engineering,4,3827,28,2,3,0
25,Finance,4,7748,21,4,1,1
47,Engineering,1,5333,4,4,1,0
32,Finance,1,7946,24,2,3,0
37,Engineering,3,11302,22,1,4,1
32,HR,3,11046,6,1,4,1
47,Engineering,5,11984,17,2,3,1
25,Marketing,5,10181,22,3,4,1
48,Finance,2,6414,19,1,1,0
59,Sales,2,9457,13,4,4,1
48,Sales,1,9749,22,2,1,0
41,Finance,3,3296,10,4,2,1
29,HR,1,3568,29,1,4,0
44,Engineering,1,8283,11,2,2,0
45,HR,3,10664,29,2,3,1
55,Sales,2,10511,6,1,4,1
35,Finance,3,8465,2,1,1,0
39,Finance,4,11263,1,2,4,1
43,HR,4,7382,11,3,3,1
31,HR,4,3065,16,2,3,0
52,Engineering,5,3879,3,3,1,0
29,Marketing,2,11259,5,4,4,1
29,Marketing,2,10222,15,3,2,1
54,Engineering,5,8069,15,3,3,1
56,Marketing,1,6239,4,1,3,0
32,Sales,4,3507,23,2,1,0
34,Marketing,4,10704,4,4,4,1
56,Engineering,1,4125,8,2,2,0
52,Marketing,3,3885,7,3,4,1
41,Finance,3,5841,26,3,4,1
55,HR,2,10975,25,3,2,1
32,Sales,5,9565,17,2,1,0
49,Finance,2,9083,15,3,3,1
33,Finance,3,7870,5,2,1,0
26,Engineering,1,5525,13,4,1,0
39,HR,2,7215,4,4,4,1
27,HR,4,4938,22,2,2,0
28,Sales,4,6232,17,4,3,1
38,Engineering,1,6744,22,1,4,0
49,Sales,3,9221,17,3,3,1
34,Marketing,4,6465,14,3,4,1
45,Finance,4,3440,14,3,2,0
36,Sales,5,3461,17,1,3,0
51,Finance,2,11803,8,3,3,1
26,Engineering,3,8413,2,2,1,0
37,Marketing,2,8755,26,3,4,1
56,Engineering,3,8012,13,2,4,1
55,Marketing,4,6163,22,4,4,1
40,Marketing,5,9752,16,2,1,0
56,Finance,2,3005,16,2,1,0
56,Engineering,4,7776,6,2,3,1
58,Engineering,3,10038,22,3,4,1
35,Sales,2,9414,24,1,4,0
34,Engineering,2,8739,4,1,3,0
39,Sales,4,6970,3,2,3,1
41,HR,2,5606,6,3,3,1
42,HR,5,3098,4,1,2,0
33,HR,5,3525,18,4,2,1
49,Engineering,4,9337,6,4,3,1
38,Engineering,3,4180,26,3,1,0
49,Sales,4,11067,5,4,1,1
46,Marketing,5,7491,27,4,4,1
54,Sales,1,8922,9,4,2,1
44,HR,1,6071,11,1,2,0
45,Sales,2,8641,6,4,3,1
56,Marketing,2,10381,16,2,3,1
45,Engineering,1,5792,19,2,3,0
59,Sales,5,7778,11,4,3,1
56,HR,2,3014,21,2,3,0
54,HR,4,5415,15,1,1,0
36,Engineering,4,5685,26,3,1,0
42,Sales,5,11159,24,2,3,1
45,Marketing,2,10926,9,4,1,1
37,Engineering,4,7100,24,3,3,1
45,Sales,2,9374,19,3,3,1
32,Finance,2,9004,25,4,2,1
31,HR,4,8521,19,2,1,0
47,Marketing,1,10155,24,1,1,0
56,Marketing,4,6297,26,2,2,0
35,Marketing,5,5633,9,2,1,0
46,HR,3,6890,23,1,2,0
46,Sales,4,3791,4,3,4,1
49,Engineering,2,3151,10,1,1,0
46,Sales,2,6063,9,1,3,0
52,Engineering,4,9367,19,4,2,1
53,Marketing,3,10904,15,4,3,1
37,Sales,4,5091,19,2,3,0
42,Marketing,3,7599,2,4,1,1
26,Finance,3,10408,10,1,2,0
53,Marketing,5,5977,19,1,4,0
45,Marketing,2,3842,17,4,3,1
39,Engineering,2,6793,20,4,3,1
51,Finance,3,4659,24,4,4,1
55,Marketing,2,11789,21,1,2,0
39,Marketing,1,8162,2,3,1,0
47,Finance,3,9446,19,3,3,1
48,Finance,2,7270,17,4,1,0
37,Sales,1,6603,18,2,2,0
46,Engineering,5,9764,17,2,4,1
57,Finance,2,4216,2,3,1,0
27,Finance,1,5291,19,4,2,1
43,HR,4,6811,1,1,1,0
47,Finance,4,7993,11,2,1,0
53,Engineering,1,8142,25,2,3,0
54,Marketing,3,9862,10,1,1,0
49,Marketing,3,9533,5,1,3,0
32,Marketing,2,10526,16,4,2,1
40,Marketing,4,5978,24,1,2,0
32,HR,3,8347,5,1,3,0
25,Finance,3,10933,24,1,4,1
29,Marketing,4,7595,23,3,1,0
27,Sales,5,9211,12,1,2,0
25,Marketing,3,5170,4,2,2,0
28,Finance,1,11527,23,4,4,1
59,Marketing,2,6021,6,4,2,1
56,HR,3,11970,19,4,3,1
58,Engineering,3,10836,9,3,4,1
49,Engineering,5,4185,12,2,2,0
34,Finance,1,6285,26,1,4,0
45,Engineering,2,6447,15,2,4,1
51,Engineering,3,6991,16,4,2,1
51,Sales,2,7899,13,1,2,0
26,Finance,4,4935,25,4,2,1
37,Finance,3,11825,21,4,4,1
33,Engineering,3,4285,24,4,3,1
46,Engineering,4,11545,7,2,3,1
50,Engineering,5,10479,25,2,1,0
36,HR,3,8255,23,4,2,1
41,Marketing,2,4885,20,4,3,1
38,HR,1,8062,4,1,1,0
38,Finance,2,10066,11,4,1,1
58,Sales,5,6022,8,4,2,1
44,Marketing,1,8265,6,4,1,1
35,Sales,2,4547,25,4,3,1
40,Finance,2,7204,10,2,1,0
55,Finance,4,10590,7,4,1,1
30,Sales,5,4368,7,3,3,1
43,Sales,4,4757,4,4,1,0
28,Sales,1,7917,3,2,1,0
28,Finance,4,6484,24,3,4,1
44,Engineering,5,6052,7,3,1,0
34,Sales,3,11382,4,4,1,1
48,Marketing,3,3932,13,4,4,1
59,Finance,1,7237,20,2,4,1
50,HR,3,10240,17,3,4,1
45,HR,4,6238,27,3,2,0
45,Marketing,1,3565,7,2,2,0
34,Engineering,5,8378,17,4,3,1
28,Sales,1,8558,26,1,1,0
44,Finance,1,3743,26,1,3,0
41,Sales,2,11864,4,3,2,1
31,Finance,2,11722,11,3,1,0
28,HR,1,8409,3,4,1,1
53,Sales,3,11753,11,1,4,1
38,Marketing,2,8629,3,3,2,1
27,Engineering,5,9318,12,4,1,1
48,Marketing,4,3301,1,1,4,0
40,Engineering,2,6767,4,2,1,0
28,Sales,1,7280,14,3,2,0
48,Sales,3,10506,1,2,3,1
58,Engineering,4,11701,14,1,3,0
54,HR,2,9962,13,4,1,1
42,Finance,3,8429,13,4,4,1
43,Marketing,3,10248,24,1,4,1
55,Marketing,3,6445,15,2,4,1
43,Marketing,1,5203,17,4,2,1
43,Sales,5,5834,12,3,3,1
46,Marketing,3,11986,22,2,3,1
48,Finance,4,5479,23,2,1,0
36,Finance,2,7856,26,3,3,1
54,Engineering,4,3434,14,1,4,0
55,Sales,1,4706,12,4,2,1
43,Finance,1,11260,18,2,4,1
54,HR,4,8725,4,4,4,1
57,Sales,5,4904,27,4,3,1
42,Sales,1,10018,14,2,2,0
52,Finance,1,6959,19,1,2,0
35,HR,4,9825,29,2,4,1
57,Engineering,1,9347,13,1,1,0
41,Finance,5,9156,25,3,3,1
30,HR,5,5713,23,1,1,0
28,Sales,5,9194,18,1,4,1
44,HR,2,9512,11,2,3,1
51,Sales,5,9867,28,4,1,1
39,Finance,5,6727,6,4,1,1
30,Finance,2,6546,9,1,1,0
38,Marketing,3,5303,12,1,3,0
35,Marketing,1,6681,19,2,1,0
33,Marketing,5,10852,14,1,2,0
50,Finance,1,6221,15,2,4,1
40,Engineering,4,7374,11,3,3,1
29,Finance,1,4082,6,1,2,0
34,HR,2,11637,14,3,1,0
27,Finance,1,4592,3,1,4,0
37,Finance,1,8608,19,1,1,0
54,Sales,1,8526,20,3,2,0
30,Sales,3,8179,25,3,1,0
41,Sales,3,9472,11,2,3,1
43,Finance,4,5775,29,2,2,0
59,Engineering,2,4590,24,3,3,1
50,HR,1,9004,17,1,4,0
29,HR,1,10230,29,2,3,0
53,Engineering,1,5231,28,1,3,0
44,Engineering,1,8118,27,4,1,0
45,HR,3,9454,17,2,1,0
34,Marketing,4,10960,23,2,2,0
29,Sales,5,4561,3,2,4,1
30,Sales,2,6646,14,4,2,1
50,HR,1,10596,27,3,4,1
