Customer ID,Loan Amount,Annual Income,Credit Score,Employment Status,Marital Status,Loan Term (months),Number of Dependents,Previous Defaults,Loan Type,Payment History,Loan Default
4661,17449,131694,773,Employed,Married,123,4,2,Credit Card,Average,No
4662,33916,108721,677,Unemployed,Married,24,4,0,Personal Loan,Good,No
4663,75119,53686,445,Unemployed,Married,284,2,0,Personal Loan,Average,Yes
4664,42685,96981,625,Employed,Single,244,0,2,Auto Loan,Average,No
4665,27601,118802,719,Unemployed,Divorced,55,4,1,Credit Card,Poor,No
4666,53320,83261,568,Employed,Divorced,84,4,1,Auto Loan,Poor,No
4667,98376,22809,312,Unemployed,Widowed,272,0,0,Student Loan,Poor,Yes
4668,24201,123265,740,Self-employed,Married,242,0,2,Personal Loan,Poor,No
4669,69046,61785,478,Employed,Widowed,44,1,1,Credit Card,Average,No
4670,72675,56547,457,Unemployed,Married,79,1,2,Mortgage,Average,Yes
4671,68344,62818,482,Employed,Widowed,27,0,2,Auto Loan,Good,No
4672,26384,120422,727,Self-employed,Married,161,3,0,Student Loan,Poor,No
4673,47070,91927,603,Employed,Divorced,303,0,2,Student Loan,Average,No
4674,51576,85681,576,Employed,Married,113,1,2,Student Loan,Average,No
4675,41081,99465,635,Employed,Single,197,2,0,Auto Loan,Average,No
4676,33151,109862,681,Unemployed,Married,36,2,1,Mortgage,Average,No
4677,29466,115527,705,Employed,Married,83,4,2,Credit Card,Average,No
4678,16190,133221,780,Employed,Divorced,92,2,0,Personal Loan,Good,No
4679,72221,57333,461,Unemployed,Single,72,1,1,Mortgage,Good,Yes
4680,7096,146457,838,Employed,Divorced,29,2,2,Auto Loan,Poor,No
4681,87856,36576,370,Unemployed,Widowed,253,3,1,Credit Card,Good,No
4682,11588,139875,810,Employed,Widowed,69,0,0,Personal Loan,Poor,No
4683,70794,59405,468,Unemployed,Single,343,0,2,Credit Card,Poor,Yes
4684,30658,114000,697,Employed,Widowed,68,1,0,Personal Loan,Poor,No
4685,45461,93779,610,Employed,Single,108,4,0,Personal Loan,Good,No
4686,76626,51601,436,Unemployed,Married,226,0,2,Student Loan,Poor,Yes
4687,50002,87946,585,Employed,Widowed,330,2,0,Auto Loan,Average,No
4688,50350,87356,582,Employed,Married,23,3,1,Mortgage,Average,No
4689,60771,72116,525,Employed,Divorced,22,4,0,Student Loan,Poor,No
4690,25936,120825,730,Retired,Widowed,174,4,2,Student Loan,Average,No
4691,8093,144749,831,Unemployed,Divorced,294,4,2,Credit Card,Average,No
4692,13210,137256,800,Employed,Divorced,228,0,1,Personal Loan,Good,No
4693,23489,124186,744,Employed,Single,334,4,2,Personal Loan,Average,No
4694,53515,82894,567,Employed,Divorced,252,1,0,Credit Card,Average,No
4695,74286,54635,448,Unemployed,Single,356,2,0,Auto Loan,Poor,Yes
4696,94571,27465,330,Unemployed,Single,56,3,2,Personal Loan,Good,Yes
4697,57995,76754,540,Employed,Single,92,2,1,Student Loan,Poor,No
4698,28196,117975,716,Employed,Single,266,1,1,Student Loan,Poor,No
4699,31589,112850,692,Employed,Single,78,1,2,Personal Loan,Average,No
4700,19122,129765,766,Self-employed,Married,113,2,0,Personal Loan,Average,No
4701,36890,105119,661,Retired,Single,102,0,2,Auto Loan,Average,No
4702,31641,112691,692,Retired,Widowed,53,1,2,Personal Loan,Average,No
4703,71234,58871,466,Unemployed,Single,287,4,1,Auto Loan,Average,Yes
4704,53543,82874,567,Employed,Married,315,3,0,Student Loan,Average,No
4705,42208,97733,628,Employed,Widowed,285,3,1,Auto Loan,Good,No
4706,78477,49511,426,Unemployed,Widowed,88,1,1,Personal Loan,Good,Yes
4707,39911,100960,641,Self-employed,Married,245,4,0,Mortgage,Good,No
4708,63627,68821,510,Employed,Widowed,213,2,0,Personal Loan,Good,No
4709,51540,85776,576,Employed,Married,232,3,0,Mortgage,Poor,No
4710,12659,138128,802,Employed,Divorced,273,4,2,Student Loan,Average,No
4711,48472,90167,594,Employed,Divorced,50,4,0,Credit Card,Good,No
4712,44224,95135,617,Employed,Single,22,0,2,Student Loan,Good,No
4713,66929,64462,492,Employed,Single,123,1,1,Student Loan,Good,No
4714,54688,81382,561,Employed,Single,119,4,0,Student Loan,Poor,No
4715,32952,110194,681,Unemployed,Single,105,2,2,Auto Loan,Poor,No
4716,24149,123381,741,Retired,Married,322,3,2,Student Loan,Poor,No
4717,75831,52574,440,Unemployed,Divorced,95,0,2,Credit Card,Good,Yes
4718,25103,122072,734,Self-employed,Married,69,2,2,Personal Loan,Average,No
4719,68972,61910,479,Employed,Widowed,304,3,1,Mortgage,Average,No
4720,45806,93531,609,Employed,Widowed,27,1,0,Student Loan,Average,No
4721,81589,45186,405,Unemployed,Widowed,337,2,0,Mortgage,Good,No
4722,30150,114781,701,Employed,Widowed,104,3,0,Student Loan,Poor,No
4723,83222,42813,395,Unemployed,Widowed,176,0,0,Auto Loan,Poor,Yes
4724,41455,98812,632,Employed,Divorced,226,3,0,Mortgage,Poor,No
4725,36655,105525,662,Retired,Married,155,4,0,Student Loan,Good,No
4726,41788,98282,630,Employed,Widowed,285,0,2,Student Loan,Average,No
4727,19056,129779,766,Self-employed,Single,149,2,0,Credit Card,Average,No
4728,86730,38557,376,Unemployed,Divorced,215,1,2,Credit Card,Good,Yes
4729,79543,48060,418,Unemployed,Single,313,0,1,Credit Card,Poor,Yes
4730,56293,78866,552,Employed,Divorced,221,0,2,Auto Loan,Average,No
4731,46873,92104,605,Employed,Divorced,30,0,1,Mortgage,Average,No
4732,25808,120905,730,Self-employed,Single,305,3,0,Auto Loan,Good,No
4733,37174,104577,658,Retired,Single,304,4,1,Personal Loan,Poor,No
4734,95486,26080,325,Unemployed,Widowed,312,1,1,Student Loan,Good,Yes
4735,90140,33854,358,Unemployed,Single,173,1,2,Student Loan,Good,Yes
4736,10249,142013,820,Self-employed,Married,141,4,2,Student Loan,Good,No
4737,50095,87695,584,Employed,Divorced,55,3,1,Credit Card,Poor,No
4738,80450,47025,413,Unemployed,Divorced,94,3,1,Student Loan,Poor,Yes
4739,60419,72982,527,Employed,Widowed,135,4,0,Credit Card,Good,No
4740,69425,61081,476,Unemployed,Divorced,38,4,2,Personal Loan,Poor,Yes
4741,97036,24368,318,Unemployed,Single,315,2,1,Auto Loan,Good,No
4742,26869,119621,723,Self-employed,Divorced,18,3,2,Auto Loan,Average,No
4743,11859,139181,808,Employed,Divorced,352,0,0,Auto Loan,Good,No
4744,80357,47094,414,Unemployed,Single,210,1,0,Credit Card,Poor,Yes
4745,65946,66040,499,Employed,Single,123,3,1,Mortgage,Average,No
4746,50765,86766,579,Employed,Divorced,100,4,0,Mortgage,Good,No
4747,38536,103053,650,Unemployed,Married,139,0,1,Personal Loan,Good,No
4748,82275,43991,402,Unemployed,Single,241,2,2,Mortgage,Good,No
4749,99179,21301,307,Unemployed,Married,29,2,2,Personal Loan,Poor,Yes
4750,79069,48610,420,Unemployed,Married,300,0,1,Student Loan,Average,Yes
4751,39636,101463,643,Retired,Widowed,172,0,1,Auto Loan,Average,No
4752,74252,54678,448,Unemployed,Married,292,4,1,Credit Card,Good,Yes
4753,82052,44466,403,Unemployed,Widowed,177,4,2,Personal Loan,Good,Yes
4754,40247,100440,640,Self-employed,Married,271,1,2,Credit Card,Average,No
4755,69484,60875,475,Unemployed,Widowed,201,1,0,Credit Card,Average,Yes
4756,81112,46081,409,Unemployed,Single,349,2,0,Auto Loan,Good,No
4757,82129,44354,403,Unemployed,Divorced,277,0,2,Student Loan,Poor,Yes
4758,31143,113297,695,Self-employed,Divorced,302,2,2,Student Loan,Good,No
4759,86835,38300,376,Unemployed,Widowed,290,4,1,Mortgage,Poor,Yes
4760,52523,84384,571,Employed,Single,228,3,2,Student Loan,Good,No
4761,29968,115027,702,Unemployed,Widowed,332,4,2,Auto Loan,Good,No
4762,10469,141684,819,Unemployed,Widowed,349,3,0,Credit Card,Poor,No
4763,54976,80892,559,Employed,Single,218,0,0,Personal Loan,Average,No
4764,73498,55525,454,Unemployed,Married,164,0,1,Personal Loan,Good,Yes
4765,80758,46532,411,Unemployed,Married,192,0,0,Student Loan,Average,Yes
4766,95327,26464,326,Unemployed,Single,223,1,1,Mortgage,Good,Yes
4767,87873,36562,370,Unemployed,Widowed,284,1,2,Personal Loan,Average,Yes
4768,20997,127392,760,Self-employed,Divorced,214,3,2,Mortgage,Poor,No
4769,59098,75514,535,Employed,Widowed,216,2,1,Personal Loan,Poor,No
4770,16138,133428,780,Employed,Married,164,2,0,Mortgage,Good,No
4771,16676,132564,777,Retired,Single,181,3,0,Mortgage,Average,No
4772,20338,128047,763,Self-employed,Single,252,1,2,Credit Card,Poor,No
4773,44954,94219,613,Employed,Single,298,4,0,Auto Loan,Poor,No
4774,75821,52634,440,Unemployed,Married,256,3,1,Personal Loan,Average,Yes
4775,99986,20060,300,Unemployed,Widowed,332,2,2,Student Loan,Good,Yes
4776,93509,29269,338,Unemployed,Single,91,3,0,Auto Loan,Poor,Yes
4777,53404,83143,568,Employed,Divorced,103,3,2,Credit Card,Poor,No
4778,83021,43065,396,Unemployed,Single,160,0,2,Credit Card,Average,Yes
4779,98264,22895,312,Unemployed,Widowed,41,1,0,Credit Card,Good,Yes
4780,40046,100859,641,Self-employed,Married,134,0,1,Student Loan,Good,No
4781,91156,32352,352,Unemployed,Divorced,337,1,0,Personal Loan,Average,Yes
4782,18652,130179,768,Self-employed,Divorced,40,3,0,Personal Loan,Good,No
4783,62660,69737,514,Employed,Single,270,1,0,Mortgage,Poor,No
4784,23624,124127,743,Self-employed,Widowed,197,2,0,Mortgage,Average,No
4785,28874,116426,710,Employed,Single,86,0,0,Mortgage,Average,No
4786,76229,52016,438,Unemployed,Divorced,56,3,0,Student Loan,Good,Yes
4787,54726,81304,561,Employed,Single,80,2,1,Auto Loan,Good,No
4788,91475,31962,351,Unemployed,Widowed,221,1,2,Personal Loan,Good,No
4789,75340,53302,443,Unemployed,Married,250,1,1,Mortgage,Average,Yes
4790,36781,105382,661,Self-employed,Divorced,351,2,0,Student Loan,Average,No
4791,97201,24011,316,Unemployed,Widowed,319,1,1,Student Loan,Good,No
4792,5126,149716,849,Self-employed,Single,203,0,2,Mortgage,Poor,No
4793,85685,39782,381,Unemployed,Divorced,114,4,1,Credit Card,Good,No
4794,50096,87691,584,Employed,Single,252,1,0,Credit Card,Good,No
4795,11012,140654,815,Self-employed,Single,264,3,2,Credit Card,Average,No
4796,10240,142017,820,Retired,Married,231,1,0,Mortgage,Average,No
4797,70458,59725,470,Unemployed,Single,347,3,0,Student Loan,Good,Yes
4798,93614,29196,338,Unemployed,Single,228,1,2,Student Loan,Average,Yes
4799,67823,63459,485,Employed,Widowed,213,1,2,Personal Loan,Average,No
4800,34961,107245,672,Retired,Single,40,3,0,Credit Card,Poor,No
4801,5174,149613,849,Self-employed,Married,223,0,1,Mortgage,Poor,No
4802,41408,98863,632,Employed,Single,165,4,2,Personal Loan,Average,No
4803,9434,143206,824,Self-employed,Single,242,4,1,Student Loan,Good,No
4804,11737,139391,809,Unemployed,Single,113,0,1,Personal Loan,Average,No
4805,25644,121010,730,Retired,Divorced,326,1,2,Credit Card,Poor,No
4806,75792,52769,441,Unemployed,Married,188,4,1,Auto Loan,Good,Yes
4807,20649,127529,761,Self-employed,Divorced,192,0,2,Credit Card,Poor,No
4808,7643,145361,834,Retired,Married,243,0,2,Credit Card,Average,No
4809,81865,44700,404,Unemployed,Married,23,4,2,Mortgage,Average,No
4810,14277,135792,794,Self-employed,Widowed,197,3,2,Auto Loan,Good,No
4811,40298,100356,639,Self-employed,Divorced,260,2,1,Auto Loan,Average,No
4812,43088,96427,623,Employed,Married,277,3,1,Auto Loan,Poor,No
4813,26644,120165,725,Unemployed,Married,146,1,2,Student Loan,Poor,No
4814,96248,25269,322,Unemployed,Widowed,256,3,2,Personal Loan,Good,No
4815,10520,141631,819,Self-employed,Divorced,42,2,2,Student Loan,Good,No
4816,67493,63880,488,Employed,Single,358,2,2,Auto Loan,Average,No
4817,15756,134003,784,Employed,Widowed,270,0,0,Mortgage,Poor,No
4818,94116,28320,334,Unemployed,Married,115,1,1,Credit Card,Good,No
4819,62784,69589,514,Employed,Divorced,12,0,1,Credit Card,Good,No
4820,11645,139534,809,Employed,Married,218,3,2,Student Loan,Average,No
4821,43405,96276,621,Employed,Widowed,146,3,0,Student Loan,Poor,No
4822,73244,55897,455,Unemployed,Widowed,282,4,0,Mortgage,Good,Yes
4823,56649,78565,551,Employed,Divorced,100,0,0,Credit Card,Average,No
4824,77099,50930,432,Unemployed,Widowed,206,0,2,Student Loan,Average,Yes
4825,57528,77233,544,Employed,Widowed,133,0,0,Personal Loan,Poor,No
4826,38756,102821,649,Unemployed,Single,127,0,2,Student Loan,Good,No
4827,89730,34380,360,Unemployed,Married,207,2,0,Student Loan,Good,Yes
4828,42772,96896,624,Employed,Single,47,4,2,Auto Loan,Average,No
4829,47918,90934,598,Employed,Single,78,1,2,Personal Loan,Average,No
4830,58747,75830,536,Employed,Divorced,144,1,1,Personal Loan,Average,No
4831,96088,25529,322,Unemployed,Widowed,292,1,2,Mortgage,Average,Yes
4832,10655,141292,818,Employed,Married,22,2,0,Auto Loan,Poor,No
4833,30342,114598,700,Unemployed,Married,229,4,1,Personal Loan,Poor,No
4834,25074,122222,734,Self-employed,Married,333,4,0,Auto Loan,Good,No
4835,38660,102987,650,Unemployed,Widowed,167,2,2,Auto Loan,Poor,No
4836,63141,69178,512,Employed,Married,251,0,1,Credit Card,Good,No
4837,94930,26937,328,Unemployed,Married,71,3,2,Personal Loan,Poor,Yes
4838,10311,141952,820,Employed,Widowed,149,0,2,Credit Card,Average,No
4839,70318,59886,471,Unemployed,Divorced,61,1,0,Student Loan,Good,Yes
4840,62713,69699,514,Employed,Married,178,0,0,Student Loan,Good,No
4841,43197,96396,623,Employed,Widowed,176,2,0,Credit Card,Good,No
4842,32624,110678,684,Unemployed,Single,330,1,1,Student Loan,Good,No
4843,81534,45279,405,Unemployed,Widowed,200,3,0,Credit Card,Good,Yes
4844,71736,58106,463,Unemployed,Single,103,1,2,Mortgage,Good,Yes
4845,18234,130776,770,Unemployed,Widowed,305,0,1,Auto Loan,Poor,No
4846,25354,121444,732,Employed,Married,300,4,0,Mortgage,Average,No
4847,21859,126300,755,Self-employed,Divorced,86,4,0,Personal Loan,Good,No
4848,15965,133793,783,Unemployed,Divorced,56,4,0,Mortgage,Average,No
4849,13906,136278,796,Self-employed,Married,64,1,2,Mortgage,Poor,No
4850,40909,99737,636,Employed,Single,186,4,0,Student Loan,Poor,No
4851,69887,60544,474,Unemployed,Widowed,172,2,2,Credit Card,Poor,Yes
4852,24233,123247,740,Self-employed,Married,78,3,1,Personal Loan,Good,No
4853,17999,131190,771,Employed,Widowed,281,4,0,Student Loan,Good,No
4854,93789,28997,337,Unemployed,Married,135,2,2,Personal Loan,Poor,Yes
4855,21964,126102,754,Self-employed,Married,193,2,0,Auto Loan,Good,No
4856,36480,105711,663,Retired,Widowed,193,1,0,Credit Card,Average,No
4857,14108,136045,795,Self-employed,Divorced,47,1,1,Student Loan,Poor,No
4858,69612,60860,475,Unemployed,Divorced,223,3,1,Mortgage,Poor,Yes
4859,97789,23225,313,Unemployed,Single,145,3,2,Auto Loan,Poor,Yes
4860,18718,130114,768,Unemployed,Widowed,189,0,2,Mortgage,Average,No
4861,55948,79470,554,Employed,Single,177,3,2,Personal Loan,Good,No
4862,16205,133218,780,Employed,Married,348,1,1,Auto Loan,Average,No
4863,5587,148854,847,Unemployed,Single,340,2,2,Student Loan,Average,No
4864,25954,120764,729,Unemployed,Married,338,0,1,Mortgage,Good,No
4865,21237,127041,758,Employed,Widowed,57,3,1,Mortgage,Average,No
4866,17112,132224,775,Self-employed,Widowed,167,2,0,Personal Loan,Good,No
4867,52945,83656,569,Employed,Widowed,247,1,0,Personal Loan,Good,No
4868,60915,71880,524,Employed,Widowed,327,4,2,Credit Card,Poor,No
4869,54815,81078,560,Employed,Single,71,0,1,Credit Card,Good,No
4870,34009,108646,677,Self-employed,Married,16,2,1,Personal Loan,Good,No
4871,43402,96290,621,Employed,Divorced,192,1,1,Credit Card,Poor,No
4872,58117,76633,540,Employed,Widowed,156,1,0,Mortgage,Average,No
4873,80697,46655,412,Unemployed,Widowed,326,0,1,Personal Loan,Poor,Yes
4874,10722,141118,817,Retired,Married,276,0,2,Auto Loan,Average,No
4875,67680,63601,486,Employed,Divorced,234,3,2,Personal Loan,Good,No
4876,98027,23114,313,Unemployed,Widowed,312,3,0,Student Loan,Poor,Yes
4877,80769,46502,411,Unemployed,Divorced,347,0,2,Student Loan,Average,Yes
4878,62620,69768,515,Employed,Widowed,248,0,1,Personal Loan,Average,No
4879,64150,68128,508,Employed,Single,24,2,1,Auto Loan,Average,No
4880,85388,40028,383,Unemployed,Single,350,3,2,Personal Loan,Average,Yes
4881,59093,75565,535,Employed,Divorced,279,1,0,Auto Loan,Average,No
4882,38434,103123,652,Retired,Married,277,3,1,Mortgage,Average,No
4883,20305,128255,763,Unemployed,Married,27,3,1,Mortgage,Good,No
4884,73814,55333,452,Unemployed,Single,103,0,0,Auto Loan,Average,Yes
4885,97920,23174,313,Unemployed,Married,259,0,1,Credit Card,Average,Yes
4886,12906,137769,801,Self-employed,Married,30,3,2,Mortgage,Good,No
4887,73673,55398,453,Unemployed,Married,114,4,2,Student Loan,Poor,Yes
4888,73056,55929,456,Unemployed,Divorced,106,4,0,Personal Loan,Good,Yes
4889,97051,24321,318,Unemployed,Divorced,294,3,0,Credit Card,Poor,Yes
4890,9255,143549,826,Unemployed,Married,224,4,2,Student Loan,Poor,No
4891,29214,115971,708,Retired,Single,48,3,0,Personal Loan,Average,No
4892,17688,131508,773,Unemployed,Married,72,0,2,Student Loan,Good,No
4893,59189,75421,534,Employed,Widowed,302,0,0,Credit Card,Poor,No
4894,46424,92635,607,Employed,Single,314,0,2,Auto Loan,Good,No
4895,82454,43760,400,Unemployed,Divorced,255,1,1,Personal Loan,Average,Yes
4896,91900,31360,347,Unemployed,Widowed,322,0,1,Student Loan,Good,Yes
4897,92833,30313,343,Unemployed,Married,355,0,2,Student Loan,Average,Yes
4898,17356,131806,774,Employed,Married,17,3,1,Credit Card,Good,No
4899,36174,105998,665,Employed,Single,317,4,2,Credit Card,Poor,No
4900,95811,25801,324,Unemployed,Single,176,4,0,Credit Card,Poor,Yes
4901,89976,34130,359,Unemployed,Married,24,0,1,Auto Loan,Poor,Yes
4902,89791,34271,359,Unemployed,Married,36,0,1,Mortgage,Good,No
4903,88276,36075,368,Unemployed,Single,235,0,1,Student Loan,Good,No
4904,24877,122455,736,Employed,Widowed,134,3,2,Auto Loan,Good,No
4905,21103,127215,759,Unemployed,Divorced,140,3,1,Student Loan,Good,No
4906,86470,38984,377,Unemployed,Single,316,3,0,Auto Loan,Good,Yes
4907,34300,108095,675,Self-employed,Widowed,133,4,1,Personal Loan,Good,No
4908,54879,80942,559,Employed,Married,46,1,0,Mortgage,Average,No
4909,90956,32861,353,Unemployed,Divorced,94,4,1,Student Loan,Average,Yes
4910,27436,118970,719,Self-employed,Widowed,320,3,1,Credit Card,Good,No
4911,39171,102203,646,Self-employed,Divorced,193,2,0,Mortgage,Good,No
4912,47417,91376,602,Employed,Divorced,87,1,1,Student Loan,Average,No
4913,54786,81247,560,Employed,Divorced,115,0,0,Personal Loan,Poor,No
4914,49262,89101,590,Employed,Widowed,243,4,0,Student Loan,Average,No
4915,19924,128730,764,Employed,Widowed,314,1,0,Student Loan,Good,No
4916,84273,40977,387,Unemployed,Married,54,2,1,Student Loan,Good,No
4917,61800,70617,518,Employed,Divorced,104,1,1,Mortgage,Poor,No
4918,57375,77473,544,Employed,Single,155,4,0,Student Loan,Good,No
4919,35431,106654,669,Employed,Single,265,3,1,Credit Card,Good,No
4920,34257,108177,675,Retired,Single,89,0,2,Auto Loan,Average,No
4921,46240,92902,608,Employed,Widowed,274,3,0,Credit Card,Poor,No
4922,31736,112172,691,Self-employed,Married,81,3,0,Personal Loan,Average,No
4923,88692,35630,366,Unemployed,Widowed,160,4,2,Mortgage,Average,Yes
4924,85354,40056,383,Unemployed,Divorced,303,3,2,Auto Loan,Average,Yes
4925,94613,27382,330,Unemployed,Single,225,3,0,Mortgage,Good,Yes
4926,59021,75739,535,Employed,Widowed,321,4,2,Mortgage,Poor,No
4927,39560,101685,644,Unemployed,Single,158,4,0,Student Loan,Poor,No
4928,63810,68639,509,Employed,Widowed,36,2,1,Credit Card,Average,No
4929,55677,79838,555,Employed,Single,334,3,2,Auto Loan,Good,No
4930,65935,66041,499,Employed,Divorced,120,1,0,Student Loan,Good,No
4931,99377,20992,305,Unemployed,Single,192,0,0,Auto Loan,Poor,Yes
4932,46609,92394,606,Employed,Divorced,262,0,0,Credit Card,Good,No
4933,50113,87657,584,Employed,Divorced,214,4,2,Student Loan,Good,No
4934,80304,47160,414,Unemployed,Widowed,315,4,1,Auto Loan,Average,Yes
4935,66558,65156,494,Employed,Widowed,181,2,1,Student Loan,Poor,No
4936,61307,71375,521,Employed,Widowed,186,3,2,Mortgage,Poor,No
4937,35682,106442,667,Unemployed,Divorced,358,4,0,Personal Loan,Good,No
4938,85879,39572,380,Unemployed,Married,181,4,0,Auto Loan,Good,Yes
4939,12812,137925,802,Self-employed,Married,13,0,0,Credit Card,Poor,No
4940,97108,24136,317,Unemployed,Divorced,145,3,2,Auto Loan,Average,Yes
4941,54145,81868,564,Employed,Divorced,138,2,2,Personal Loan,Average,No
4942,39084,102263,647,Employed,Widowed,57,4,0,Auto Loan,Average,No
4943,76126,52167,438,Unemployed,Widowed,205,4,0,Auto Loan,Good,Yes
4944,18156,130957,770,Retired,Widowed,220,4,0,Auto Loan,Good,No
4945,88930,35479,365,Unemployed,Married,307,0,2,Credit Card,Good,Yes
4946,11721,139392,809,Self-employed,Married,69,4,2,Personal Loan,Average,No
4947,76832,51376,434,Unemployed,Divorced,89,4,1,Personal Loan,Poor,Yes
4948,96683,24823,320,Unemployed,Married,213,0,0,Credit Card,Good,Yes
4949,7763,145156,832,Unemployed,Widowed,300,4,0,Auto Loan,Good,No
4950,48108,90456,596,Employed,Widowed,73,3,1,Auto Loan,Average,No
4951,85807,39585,380,Unemployed,Widowed,279,3,0,Personal Loan,Good,No
4952,23888,123775,742,Employed,Widowed,137,0,1,Auto Loan,Average,No
4953,87368,37272,373,Unemployed,Widowed,60,3,2,Mortgage,Average,Yes
4954,80717,46619,411,Unemployed,Single,99,2,1,Auto Loan,Good,No
4955,44298,95069,616,Employed,Divorced,345,4,1,Auto Loan,Average,No
4956,70310,59895,471,Unemployed,Divorced,272,2,2,Student Loan,Average,Yes
4957,97447,23720,315,Unemployed,Married,190,3,0,Personal Loan,Good,No
4958,86132,39267,379,Unemployed,Widowed,80,0,1,Personal Loan,Good,Yes
4959,88613,35696,366,Unemployed,Single,71,0,1,Mortgage,Average,Yes
4960,77930,49968,429,Unemployed,Widowed,313,2,0,Mortgage,Good,Yes
4961,60296,73364,528,Employed,Widowed,260,3,1,Mortgage,Average,No
4962,82842,43345,398,Unemployed,Married,180,4,2,Personal Loan,Poor,Yes
4963,61138,71567,522,Employed,Single,280,3,1,Student Loan,Average,No
4964,32208,111229,686,Unemployed,Single,123,3,0,Student Loan,Average,No
4965,54393,81607,562,Employed,Divorced,111,0,0,Credit Card,Poor,No
4966,86040,39385,379,Unemployed,Widowed,226,1,1,Personal Loan,Poor,Yes
4967,37981,103658,654,Employed,Single,124,4,0,Credit Card,Average,No
4968,50648,86900,580,Employed,Divorced,108,4,0,Auto Loan,Poor,No
4969,49843,88244,587,Employed,Single,318,0,1,Mortgage,Poor,No
4970,51840,85425,574,Employed,Widowed,129,3,1,Credit Card,Good,No
4971,41636,98518,631,Employed,Divorced,47,0,0,Credit Card,Average,No
4972,38742,102844,649,Retired,Single,348,3,1,Personal Loan,Poor,No
4973,75640,52919,441,Unemployed,Married,301,1,2,Mortgage,Average,Yes
4974,32605,110697,684,Self-employed,Single,315,1,1,Mortgage,Poor,No
4975,57638,77196,543,Employed,Widowed,358,2,0,Student Loan,Good,No
4976,14516,135600,792,Unemployed,Married,135,3,2,Credit Card,Average,No
4977,26281,120625,727,Self-employed,Single,51,0,0,Student Loan,Poor,No
4978,41187,99401,634,Employed,Single,152,0,0,Credit Card,Average,No
4979,99776,20495,302,Unemployed,Divorced,37,0,2,Personal Loan,Poor,Yes
4980,66788,64755,492,Employed,Widowed,153,2,1,Personal Loan,Average,No
4981,50106,87684,584,Employed,Single,347,4,0,Auto Loan,Good,No
4982,75326,53324,443,Unemployed,Single,68,0,1,Credit Card,Average,Yes
4983,41395,98929,632,Employed,Single,161,1,1,Credit Card,Average,No
4984,98935,21552,307,Unemployed,Widowed,216,0,2,Mortgage,Good,Yes
4985,61397,71272,520,Employed,Married,87,0,0,Mortgage,Average,No
4986,73336,55853,455,Unemployed,Widowed,296,0,2,Student Loan,Average,Yes
4987,12597,138192,802,Employed,Divorced,221,4,2,Auto Loan,Good,No
4988,75592,52924,441,Unemployed,Divorced,269,0,0,Personal Loan,Average,Yes
4989,44764,94462,615,Employed,Widowed,270,4,0,Credit Card,Good,No
4990,28911,116387,709,Retired,Single,195,4,2,Student Loan,Good,No
4991,82371,43889,401,Unemployed,Single,339,2,2,Auto Loan,Average,Yes
4992,22508,125466,751,Self-employed,Married,22,1,2,Mortgage,Average,No
4993,59400,74675,533,Employed,Widowed,171,0,0,Auto Loan,Poor,No
4994,10105,142231,821,Self-employed,Widowed,271,0,0,Student Loan,Average,No
4995,45757,93591,610,Employed,Single,99,0,2,Personal Loan,Good,No
4996,48463,90190,594,Employed,Divorced,195,4,0,Mortgage,Poor,No
4997,83344,42634,394,Unemployed,Divorced,27,3,0,Mortgage,Average,Yes
4998,75968,52363,440,Unemployed,Married,255,1,0,Personal Loan,Average,Yes
4999,52908,83752,570,Employed,Married,97,0,1,Mortgage,Average,No
5000,42643,97004,625,Employed,Divorced,210,3,1,Student Loan,Good,No
5001,58331,76398,539,Employed,Widowed,21,3,2,Mortgage,Good,No
5002,27736,118458,718,Self-employed,Married,175,3,1,Credit Card,Good,No
5003,69754,60718,474,Unemployed,Single,35,1,2,Auto Loan,Good,Yes
5004,16093,133627,781,Employed,Widowed,75,3,2,Student Loan,Average,No
5005,38719,102916,650,Unemployed,Single,323,0,0,Personal Loan,Average,No
5006,80542,46870,412,Unemployed,Married,249,0,2,Student Loan,Average,Yes
5007,72172,57394,461,Unemployed,Divorced,356,2,2,Credit Card,Average,Yes
5008,60826,72057,524,Employed,Married,249,4,2,Mortgage,Average,No
5009,40777,99795,636,Employed,Divorced,33,3,2,Mortgage,Good,No
5010,40270,100409,640,Employed,Widowed,191,4,0,Student Loan,Poor,No
5011,90896,33016,354,Unemployed,Married,317,4,0,Mortgage,Poor,Yes
5012,68814,62137,479,Employed,Married,58,4,2,Mortgage,Poor,No
5013,99914,20153,300,Unemployed,Married,290,4,1,Credit Card,Good,Yes
5014,94399,27853,332,Unemployed,Widowed,235,4,1,Personal Loan,Average,No
5015,91145,32379,352,Unemployed,Single,229,0,2,Auto Loan,Poor,Yes
5016,88524,35792,367,Unemployed,Single,248,1,0,Student Loan,Good,No
5017,10704,141169,817,Retired,Divorced,215,3,2,Personal Loan,Average,No
5018,71624,58367,464,Unemployed,Married,350,3,2,Auto Loan,Average,Yes
5019,86912,38100,376,Unemployed,Single,30,0,0,Personal Loan,Average,Yes
5020,7368,146082,836,Employed,Widowed,191,0,1,Student Loan,Average,No
5021,16308,133089,779,Employed,Married,173,4,2,Credit Card,Average,No
5022,53231,83456,569,Employed,Divorced,296,1,0,Credit Card,Average,No
5023,92263,31049,346,Unemployed,Single,72,3,0,Credit Card,Poor,Yes
